as_of_date,etf_ticker,constituent_ticker,constituent_name,isin,sedol,shares_held,market_value,weight_pct,currency,sector,country,asset_class,instrument_type,source
2026-06-17,COPX,,OTHER PAYABLE & RECEIVABLES,,,13344504.56,13344504.56,0.16,USD,,,,cash,web_csv
2026-06-18,COPX,,HONG KONG DOLLAR,,,26096349.38,3329614.03,0.04,USD,,,,fx,web_csv
2026-06-18,COPX,,CASH,CASH,,3134637.62,3134637.62,0.04,USD,,,,cash,web_csv
2026-06-18,COPX,BVR AU,BELLAVISTA RESOURCES LTD,AU0000216913,BNNFYB1,2262293.0,604865.64,0.01,USD,,,,equity,web_csv
2026-06-18,COPX,,CANADIAN DOLLAR,,,-22794.99,-16144.33,0.0,USD,,,,fx,web_csv
2026-06-18,COPX,,JAPANESE YEN,,,-18239780.0,-113389.16,-0.0,USD,,,,fx,web_csv
2026-06-18,COPX,,SAUDI RIYAL,,,-500317.78,-133300.77,-0.0,USD,,,,fx,web_csv
2026-06-18,COPX,BHP AU,BHP GROUP LTD,AU000000BHP4,6144690,9501856.0,434825939.12,5.4,USD,,,,equity,web_csv
2026-06-18,COPX,KGH PW,KGHM POLSKA MIEDZ SA,PLKGHM000017,5263251,4259586.0,430106838.54,5.34,USD,,,,equity,web_csv
2026-06-18,COPX,TECK/B CN,TECK RESOURCES LTD-CLS B,CA8787422044,2879327,6595454.0,425169604.5,5.28,USD,,,,equity,web_csv
2026-06-18,COPX,HBM CN,HUDBAY MINERALS INC,CA4436281022,B05BDX1,15311863.0,422934705.19,5.25,USD,,,,equity,web_csv
2026-06-18,COPX,ANTO LN,ANTOFAGASTA PLC,GB0000456144,0045614,7482067.0,413351408.28,5.13,USD,,,,equity,web_csv
2026-06-18,COPX,FM CN,FIRST QUANTUM MINERALS LTD,CA3359341052,2347608,13392066.0,410786768.98,5.1,USD,,,,equity,web_csv
2026-06-18,COPX,SCCO,SOUTHERN COPPER CORP,US84265V1052,2823777,2046510.0,394833174.3,4.9,USD,,,,equity,web_csv
2026-06-18,COPX,FCX,FREEPORT-MCMORAN INC,US35671D8570,2352118,5586155.0,383657125.4,4.76,USD,,,,equity,web_csv
2026-06-18,COPX,BOL SS,BOLIDEN AB,SE0020050417,BPYTZ57,6413789.0,382477356.1,4.75,USD,,,,equity,web_csv
2026-06-18,COPX,GLEN LN,GLENCORE PLC,JE00B4T3BW64,B4T3BW6,50445261.0,378357840.61,4.7,USD,,,,equity,web_csv
2026-06-18,COPX,LUN CN,LUNDIN MINING CORP,CA5503721063,2866857,12758041.0,338750633.58,4.21,USD,,,,equity,web_csv
2026-06-18,COPX,2899 HK,ZIJIN MINING GROUP CO LTD-H,CNE100000502,6725299,78900035.0,322942862.06,4.01,USD,,,,equity,web_csv
2026-06-18,COPX,5713 JP,SUMITOMO METAL MINING CO LTD,JP3402600005,6858849,5512448.0,317772785.68,3.95,USD,,,,equity,web_csv
2026-06-18,COPX,CS CN,CAPSTONE COPPER CORP,CA14071L1085,BMY5XY9,27772197.0,299564829.0,3.72,USD,,,,equity,web_csv
2026-06-18,COPX,SFR AU,SANDFIRE RESOURCES LTD,AU000000SFR8,6739739,19586888.0,292853784.67,3.64,USD,,,,equity,web_csv
2026-06-18,COPX,IVN CN,IVANHOE MINES LTD-CL A,CA46579R1047,BD73C40,33160313.0,271492062.95,3.37,USD,,,,equity,web_csv
